GLOTTOCODE	GLOTTOLOG_NAME	NAME_KEY	GENUS	FAMILY	ISO639Pcode	LEVEL	MACROAREAS	LATITUDE	LONGITUDE	LINEAGE
skra1237	Skrang	Skrang	Malayo-Sumbawan	Austronesian		dialect	Papunesia			aust1307;mala1545;mala1536;nort3170;mala1538;nucl1733;iban1263;iban1264
slav1254	Slavomolisano	Slavomolisano	Slavic	Indo-European		language	Eurasia	41.8900	14.7000	indo1319;balt1263;slav1255;sout3147;west2804
slav1257	Slavonian Shtokavian	SlavonianShtokavian	Slavic	Indo-European		dialect				indo1319;balt1263;slav1255;sout3147;west2804;sout1528;shto1241;news1236
slen1234	Sleng Dan	SlengDan	Eastern Mande	Mande		dialect				mand1469;east2697;sout3140;guro1245;guro1246;dant1235;dann1241;nucl1770;east2794
slia1241	Sliammon	Sliammon	Central Salish	Salishan		dialect	North America			sali1255;cent2129;como1259
slov1263	Slovakian Sign Language	SlovakianSignLanguage	Sign Languages	Sign Language		language	Eurasia	48.0463	18.1248	sign1238;deaf1237;lsfi1234;cent2306
slov1268	Slovenian	Slovenian	Slavic	Indo-European		language	Eurasia	46.2543	14.7766	indo1319;balt1263;slav1255;sout3147;west2804
slov1269	Slovak	Slovak	Slavic	Indo-European		language	Eurasia	48.5457	18.7848	indo1319;balt1263;slav1255;west2792;czec1260
slov1270	Slovincian	Slovincian	Slavic	Indo-European		dialect	Eurasia			indo1319;balt1263;slav1255;west2792;lech1241;kash1274
slov1272	Slovenian-Croatian Romani	SlovenianCroatianRomani	Indic	Indo-European		dialect	Eurasia			indo1319;indo1320;indo1321;indo1322;roma1329;balk1252;arli1239
smal1236	Gha-mu	Ghamu	Hmongic	Hmong-Mien		language	Eurasia	26.5500	105.1000	hmon1336;hmon1337;nucl1714;nucl1720;west2803;grea1295;chua1248
smal1240	Small Nyikina	SmallNyikina	Nyulnyulan	Nyulnyulan		dialect	Australia			nyul1248;east2381;nyik1244;nyig1240
smar1235	Smärky Kanum	SmarkyKanum	Morehead and Upper Maro Rivers	Yam		language	Papunesia	-8.9181	140.8970	more1255;kanu1280
smed1234	Smederevo-Vršac	SmederevoVrsac	Slavic	Indo-European		dialect				indo1319;balt1263;slav1255;sout3147;west2804;sout1528;shto1241;news1236
smyr1240	Smyrna Greek	SmyrnaGreek	Greek	Indo-European		dialect	Eurasia			indo1319;grae1234;gree1276;east2798;koin1234;nucl1783;mode1248;sout2605
smyr1241	Smyrna Armenian	SmyrnaArmenian	Armenian	Indo-European		dialect	Eurasia			indo1319;arme1241;east2768;homs1234;asia1266
snoh1241	Snohomish	Snohomish	Central Salish	Salishan		dialect	North America	47.9341	-122.1380	sali1255;cent2129;lush1251;lush1252
snoq1240	Snoqualmie	Snoqualmie	Central Salish	Salishan		dialect	North America			sali1255;cent2129;lush1251;sout2965
soah1237	Soahuku	Soahuku	Central Malayo-Polynesian	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;cent2245;cent2254;east2466;nunu1252;piru1243;east2752;sole1243;sera1270;ulia1238;hatu1247;hatu1244;elpa1239;amah1245
sobe1238	Sobei	Sobei	Oceanic	Austronesian		language	Papunesia	-1.8700	138.7500	aust1307;mala1545;cent2237;east2712;ocea1241;west2818;nort3206;sarm1241;sarm1242;sobe1239;sobe1240
soca1235	So (Cameroon)	SoCameroon	Bantoid	Atlantic-Congo		language	Africa	3.6826	12.5250	atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;bant1295;maka1323;pomo1274;ndze1234;maka1324
soch1238	Sochi	Sochi	Indic	Indo-European		dialect	Eurasia			indo1319;indo1320;indo1321;indo1324;sind1278;east2727;sans1271
soch1239	Sochiapam Chinantec	SochiapamChinantec	Chinantecan	Otomanguean		language	North America	17.7985	-96.6079	otom1299;west2783;otop1241;chin1484;chin1486
soda1238	Jog Tao	JogTao	Eastern Jebel	Eastern Jebel		dialect	Africa			east2386;gaam1241;buwa1245
sodd1242	Soddo	Soddo	Semitic	Afro-Asiatic		dialect	Africa			afro1255;semi1276;west2786;ethi1244;sout3078;oute1258;ngro1237;kist1241
sode1235	So (Democratic Republic of Congo)	SoDemocraticRepublicofCongo	Bantoid	Atlantic-Congo		language	Africa	1.2504	23.6907	atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;cent2260;kele1261;kele1263;sopo1239;baso1234
sodo1238	Sodochi	Sodochi	Indic	Indo-European		dialect	Eurasia			indo1319;indo1320;indo1321;indo1310;hima1250;nucl1728;maha1287;uppe1403
sodr1234	Södra Venjan	SodraVenjan	Germanic	Indo-European		dialect				indo1319;germ1287;nort3152;nort3160;nort3266;east2780;dale1238;oste1242;ovan1234;mora1274
soga1242	Soga	Soga	Bantoid	Atlantic-Congo		language	Africa	0.4046	33.3942	atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;east2731;nort3203;grea1289;west2841;nort3220;soga1244
soga1243	Sogal	Sogal	Western Fly	Eastern Trans-Fly		dialect	Papunesia			east2503;bine1240
sogd1245	Sogdian	Sogdian	Iranian	Indo-European		language	Eurasia	39.7000	66.9830	indo1319;indo1320;iran1269;cent2317;sogd1247;sogd1248;sogd1246
sogh1238	Sõghoo	Soghoo	Gur	Atlantic-Congo		dialect	Africa			atla1278;volt1241;nort3149;senu1239;nort3254;mama1271
sogo1244	Sogoo	Sogoo	Nilotic	Nilotic		dialect	Africa			nilo1247;sout2830;kale1246;okie1247;okie1245
sogo1245	Sogokiré	Sogokire	Western Mande	Mande		dialect	Africa			mand1469;west2780;samo1308;duun1243;bobo1253;sout2840
soii1239	Soi	Soi	Iranian	Indo-European		language	Eurasia	31.8542	54.5964	indo1319;indo1320;iran1269;cent2317;cent2318;nort3177;cent2264;kash1282
soki1239	Sokirik	Sokirik	Oceanic	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;east2712;ocea1241;west2818;meso1253;newi1242;stge1234;patp1244;patp1243
soki1240	Sokid	Sokid	North Borneo	Austronesian		dialect	Papunesia			aust1307;mala1545;nort3253;sout3154;grea1293;dusu1277;kada1292;cent2100
soko1247	Sokoto	Sokoto	Northern Atlantic	Atlantic-Congo		dialect	Africa			atla1278;nort3146;peul1234;fula1264;west2454
soko1248	Soko	Soko	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;cent2260;grea1286;kela1261;boli1263;ntom1248
soko1249	Sokodasa	Sokodasa	Kunama	Kunama		dialect	Africa			kuna1268
soko1263	Sokoro	Sokoro	East Chadic	Afro-Asiatic		language	Africa	11.4634	17.6423	afro1255;chad1250;east2632;east2633;east2710;saba1281
soko1264	Sokoto (Hausa)	SokotoHausa	West Chadic	Afro-Asiatic		dialect	Africa			afro1255;chad1250;west2785;west2714;west2718;haus1257;west2719
sokt1238	Sokte	Sokte	Kuki-Chin	Sino-Tibetan		dialect	Eurasia			sino1245;kuki1245;kuki1246;peri1260;nort3179;thad1239;tedi1235
sold1238	Solduz	Solduz	Semitic	Afro-Asiatic		dialect	Eurasia			afro1255;semi1276;west2786;cent2236;nort3165;aram1259;east2680;cent2217;nort3241;assy1241;urmi1249
sole1242	Soledad	Soledad	Costanoan	Miwok-Costanoan		dialect	North America			miwo1274;cost1250;nort3252;nort2969
soli1239	Soli	Soli	Bantoid	Atlantic-Congo		language	Africa	-15.5213	28.7934	atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;east2731;bota1239;lenj1247
soll1234	Sollerömål	Solleromal	Germanic	Indo-European		dialect				indo1319;germ1287;nort3152;nort3160;nort3266;east2780;dale1238;oste1242;ovan1234;mora1274
solo1241	Soloto	Soloto	Yuracare	Yuracaré		dialect	South America			yura1255
solo1257	Solos	Solos	Oceanic	Austronesian		language	Papunesia	-5.4104	154.6240	aust1307;mala1545;cent2237;east2712;ocea1241;west2818;meso1253;newi1242;stge1234;nort3225;neha1246
solo1258	Solong	Solong	Oceanic	Austronesian		language	Papunesia	-5.8613	148.8250	aust1307;mala1545;cent2237;east2712;ocea1241;west2818;nort3206;nger1241;viti1243;sout2874;araw1269;araw1283;west2530
solo1259	Solo	Solo	Javanese	Austronesian		dialect	Papunesia			aust1307;mala1545;java1253;mode1251;java1254;cent2331
solo1262	Solomon Islands Sign Language	SolomonIslandsSignLanguage	Sign Languages	Sign Language		language	Papunesia	-9.4540	159.9669	sign1238;vill1244
solo1263	Solon	Solon	Tungusic	Tungusic		dialect				tung1282;nort3147;west2427;even1259;manc1253
solr1238	Sölreng	Solreng	Germanic	Indo-European		dialect	Eurasia			indo1319;germ1287;nort3152;west2793;nort3175;angl1264;fris1239;nort2626;insu1255
solt1234	Soltec	Soltec	Zapotecan	Otomanguean		language	North America	16.5400	-96.9600	otom1299;east2557;popo1292;zapo1436;zapo1437
solu1238	Solu	Solu	Bodic	Sino-Tibetan		dialect	Eurasia			sino1245;bodi1256;bodi1257;oldm1245;tibe1276;late1253;cent2346;sout3216;sher1254;sher1260;sher1255
soma1241	So Makon	SoMakon	Katuic	Austroasiatic		dialect	Eurasia			aust1305;katu1271;west1492;brou1236;west2870;sooo1254
soma1255	Somali	Somali	Lowland East Cushitic	Afro-Asiatic		language	Africa	4.7787	45.1529	afro1255;cush1243;east2699;lowl1267;sout3055;main1283;omot1245;east2653
somb1238	Somba	Somba	Finisterre-Huon	Nuclear Trans New Guinea		dialect	Papunesia			nucl1709;fini1244;huon1246;west2795;rawl1234;pind1245;koso1246;buru1306
some1244	Some	Some	Fasu	Fasu		dialect	Papunesia			fasu1242
somm1240	Som	Som	Finisterre-Huon	Nuclear Trans New Guinea		language	Papunesia	-6.0737	146.6510	nucl1709;fini1244;fini1245;uruw1240;saka1297
somo1238	Somono	Somono	Western Mande	Mande		dialect	Africa			mand1469;west2780;mand1431;cent2047;mand1432;mand1433;mand1434;mand1435;east2425;bamb1269
somr1240	Somray of Battambang-Somre of Siem Reap	SomrayofBattambangSomreofSiemReap	Pearic	Austroasiatic		language	Eurasia	12.2430	103.1390	aust1305;pear1246;west2394
somr1248	Somrai	Somrai	East Chadic	Afro-Asiatic		language	Africa	9.6590	16.6784	afro1255;chad1250;east2632;east2640;east2775;east2643
somw1237	Somwadina	Somwadina	Oceanic	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;east2712;ocea1241;west2818;papu1253;nucl1744;nort2848;dobu1240;duau1237
somy1238	Somyev	Somyev	Bantoid	Atlantic-Congo		language	Africa	6.9052	11.4826	atla1278;volt1241;benu1247;bant1294;nort3168;mamb1309;niza1234;konj1251;mamb1310;vuti1235
sona1242	Sonapal	Sonapal	South-Central Dravidian	Dravidian		dialect	Eurasia			drav1251;sout3133;sout3139;gond1265;sout3234;gene1245;muri1262;west2408
sona1243	Sonai	Sonai	Japanese	Japonic		dialect	Papunesia			japo1237;ryuk1243;ryuk1244;macr1267;yaey1239
sona1244	Sonaga	Sonaga	Burmese-Lolo	Sino-Tibetan		language	Eurasia	26.5500	103.3300	sino1245;burm1265;lolo1265;lolo1267;nili1235;liso1234;nucl1734;lisu1252;lalu1234;kuan1251
sond1248	Sondwari	Sondwari	Indic	Indo-European		dialect	Eurasia			indo1319;indo1320;indo1321;indo1322;subc1234;bhil1254;malv1243
sond1249	Sondhwadi	Sondhwadi	Indic	Indo-European		dialect	Eurasia			indo1319;indo1320;indo1321;indo1322;subc1234;bhil1254;malv1243
sond1250	Sonde	Sonde	Bantoid	Atlantic-Congo		language	Africa	-6.3222	18.3555	atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;cent2260;njil1234;nort3257;mbal1259;mbal1260
sond1251	Sonder	Sonder	Minahasan	Austronesian		dialect	Papunesia			aust1307;mala1545;mina1272;nort2886;tont1239
sond1252	Sondoang	Sondoang	South Sulawesi	Austronesian		dialect	Papunesia			aust1307;mala1545;sout2923;nort2894;pitu1237;mata1312;ulum1237
song1297	Songbu	Songbu	Kuki-Chin	Sino-Tibetan		dialect	Eurasia			sino1245;kuki1245;zeme1241;rong1266
song1299	Nsong	Nsong	Bantoid	Atlantic-Congo		language	Africa	-4.5506	18.4978	atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;cent2260;yanz1243;kwil1237;nson1239
song1300	Songoora	Songoora	Bantoid	Atlantic-Congo		language	Africa	-2.2187	26.3477	atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;east2731;nyan1317;mitu1241;lega1252;bemb1260
song1301	Songwe	Songwe	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;east2731;corr1234;mboz1235;mbey1234;safw1238
song1303	Songe	Songe	Bantoid	Atlantic-Congo		language	Africa	-5.7199	25.2765	atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;cent2260;luba1253;mbag1239
song1305	Ohendo	Ohendo	Bantoid	Atlantic-Congo		language	Africa	-3.8104	21.4223	atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;cent2260;grea1286;ngir1248;ngir1249;ngir1252;ngir1254;boba1248
song1306	Songwa	Songwa	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;wide1239;narr1282;mbam1249;nkaa1239;ngem1254;ngem1255
song1308	Songish	Songish	Central Salish	Salishan		dialect	North America			sali1255;cent2129;stra1246;stra1244
song1309	Songxi	Songxi	Chinese	Sino-Tibetan		dialect				sino1245;sini1245;minn1248;inla1267;minb1244;minb1236
sonh1238	Sonha	Sonha	Indic	Indo-European		language	Eurasia	28.7782	81.2185	indo1319;indo1320;indo1321;biha1245;thar1284;east2316;dang1277
soni1259	Soninke	Soninke	Western Mande	Mande		language	Africa	13.1273	-11.7178	mand1469;west2780;samo1308;soni1257;soni1258
soni1260	Sonia	Sonia	Bosavi	Bosavi		language	Papunesia	-6.4274	142.5890	bosa1245;bosa1246;kalu1249
sonn1238	Son	Son	Palaung-Khmuic	Austroasiatic		dialect	Eurasia			aust1305;khas1273;pala1352;east2331;waic1245;wala1271;waaa1245;nucl1290
sono1245	Sonora Pima Bajo	SonoraPimaBajo	Tepiman	Uto-Aztecan		dialect	North America			utoa1244;sout3136;tepi1240;pima1249;pima1248
sonp1238	Sonpari	Sonpari	Indic	Indo-European		dialect	Eurasia			indo1319;indo1320;indo1321;indo1322;subc1234;east2726;bagh1251
sons1242	Sonsorol	Sonsorol	Oceanic	Austronesian		language	Papunesia	5.3286	132.2213	aust1307;mala1545;cent2237;east2712;ocea1241;micr1243;micr1244;cent2276;west2844;pona1247;truk1243;west2855;sons1245
sons1243	Sonsorolese	Sonsorolese	Oceanic	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;east2712;ocea1241;micr1243;micr1244;cent2276;west2844;pona1247;truk1243;west2855;sons1245;sons1242
sons1244	Sonsogon	Sonsogon	North Borneo	Austronesian		dialect	Papunesia			aust1307;mala1545;nort3253;sout3154;grea1293;dusu1277;kima1244
sook1243	Sook Murut	SookMurut	North Borneo	Austronesian		dialect	Papunesia			aust1307;mala1545;nort3253;sout3154;grea1294;muru1275;nort3186;palu1253
sook1244	Sooke	Sooke	Central Salish	Salishan		dialect	North America			sali1255;cent2129;stra1246;stra1244
sooo1254	Sô	So	Katuic	Austroasiatic		language	Eurasia	16.9081	105.0010	aust1305;katu1271;west1492;brou1236;west2870
sooo1255	So (Chad)	SoChad	Bongo-Bagirmi	Central Sudanic		dialect	Africa			cent2225;sara1341;sbbo1237;nucl1719;sara1349;sara1318;kulf1238
sooo1256	Soo	Soo	Kuliak	Kuliak		language	Africa	2.5837	34.7595	kuli1252;ngan1305
sope1239	Sopese	Sopese	Teberan	Teberan		dialect	Papunesia			tebe1251;folo1238
soph1238	So Phong	SoPhong	Katuic	Austroasiatic		dialect	Eurasia			aust1305;katu1271;west1492;brou1236;west2870;sooo1254
sopi1241	Sopi (Sudan)	SopiSudan	Bongo-Bagirmi	Central Sudanic		dialect	Africa			cent2225;sara1341;moro1282;moro1293;beli1257
sopi1242	Sopi	Sopi	North Halmaheran	North Halmahera		dialect	Papunesia			nort2923;nort2924;main1282;gale1261;gale1259
sopm1234	Sopmirek	Sopmirek	Kombio-Arapesh	Nuclear Torricelli		dialect				nucl1708;komb1276;komb1271;komb1275;komb1272
sopp1245	Sop (Austroasiatic)	SopAustroasiatic	Bahnaric	Austroasiatic		dialect	Eurasia			aust1305;bahn1264;sout2690;koho1243;koho1244
sopp1246	Soppeng	Soppeng	South Sulawesi	Austronesian		dialect	Papunesia			aust1307;mala1545;sout2923;bugi1243;bugi1245;bugi1244
sopp1247	Sop	Sop	Madang	Nuclear Trans New Guinea		language	Papunesia	-5.4961	145.3610	nucl1709;mada1298;raic1241;peka1243
sopr1238	Sopron	Sopron	Sign Languages	Sign Language		dialect				sign1238;deaf1237;lsfi1234;cent2306;hung1263
soqo1240	Soqotri	Soqotri	Semitic	Afro-Asiatic		language	Eurasia	12.4892	53.9168	afro1255;semi1276;west2786;mode1252;east2766
sora1251	Soradi	Soradi	Indic	Indo-European		dialect	Eurasia			indo1319;indo1320;indo1321;indo1310;east1436;nepa1254
sora1254	Sora	Sora	Munda	Austroasiatic		language	Eurasia	19.1213	84.1900	aust1305;mund1335;sout3137;sora1255;sora1256
sorb1250	Sorbung	Sorbung	Kuki-Chin	Sino-Tibetan		language	Eurasia	24.7474	94.3154	sino1245;kuki1245;kuki1246;oldk1252
sore1238	Sorendidori	Sorendidori	South Halmahera - West New Guinea	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;east2712;sout2850;sout3229;cend1238;biak1249;biak1250;biak1248
sori1241	Sorido	Sorido	South Halmahera - West New Guinea	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;east2712;sout2850;sout3229;cend1238;biak1249;biak1250;biak1248
sori1242	Sori-Harengan	SoriHarengan	Oceanic	Austronesian		language	Papunesia	-1.9838	146.6420	aust1307;mala1545;cent2237;east2712;ocea1241;admi1239;east2459;manu1262;west2533;west2848
sori1243	Sori	Sori	Oceanic	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;east2712;ocea1241;admi1239;east2459;manu1262;west2533;west2848;sori1242
sork1239	Sorkhei	Sorkhei	Iranian	Indo-European		language	Eurasia	35.4565	53.2190	indo1319;indo1320;iran1269;cent2317;cent2318;nort3177;komi1276
soro1239	Soroako	Soroako	Celebic	Austronesian		dialect	Papunesia			aust1307;mala1545;cele1242;east2488;sout2928;bung1268;east2489;east2490;mori1268
soro1243	Soro	Soro	Highland East Cushitic	Afro-Asiatic		dialect	Africa			afro1255;cush1243;east2699;high1285;sida1247;hadi1241;hadi1242;hadi1240
sorr1240	Sor	Sor	Nilotic	Nilotic		dialect	Africa			nilo1247;sout2830;kale1246;elgo1240;kups1238
sorr1241	Sor (Papua, Indonesia)	SorPapua,Indonesia	South Halmahera - West New Guinea	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;east2712;sout2850;sout3229;cend1238;biak1249;biak1250;biak1248
sosk1235	Sos Kundi	SosKundi	Ndu	Ndu		language	Papunesia	-3.9902	143.3960	nduu1242;nucl1642;sawo1235;sawo1234
sosl1238	So Slouy	SoSlouy	Katuic	Austroasiatic		dialect	Eurasia			aust1305;katu1271;west1492;brou1236;west2870;sooo1254
sota1241	Sotang	Sotang	Mahakiranti	Sino-Tibetan		dialect	Eurasia			sino1245;hima1249;maha1306;kira1253;cent2250;kham1300;kulu1252;kulu1253
sota1242	Sota Kanum	SotaKanum	Morehead and Upper Maro Rivers	Yam		language	Papunesia	-8.4045	140.9690	more1255;kanu1280;ngkr1234
sota1243	Sotavento	Sotavento	Creoles and Pidgins	Indo-European		dialect	Africa			indo1319;ital1284;lati1262;lati1263;impe1234;roma1334;ital1285;west2813;shif1234;sout3183;west2838;gali1263;macr1272;uppe1458;kabu1256
sotr1238	So Trong	SoTrong	Katuic	Austroasiatic		dialect	Eurasia			aust1305;katu1271;west1492;brou1236;west2870;sooo1254
soub1241	Soubakanedougou	Soubakanedougou	Gur	Atlantic-Congo		dialect	Africa			atla1278;volt1241;nort3149;gura1261;cent2243;sout3164;kirm1250;cerm1238
soub1242	Soubré	Soubre	Kru	Atlantic-Congo		dialect	Africa			atla1278;volt1241;krua1234;east2415;bete1265;west2489;guib1246
soul1238	Soulani	Soulani	Gur	Atlantic-Congo		dialect	Africa			atla1278;volt1241;nort3149;gura1261;samu1243;wara1292
soul1242	Soulede	Soulede	Biu-Mandara	Afro-Asiatic		dialect	Africa			afro1255;chad1250;bium1280;sout3145;mata1311;mafa1239;east2648
sout1404	South African Sign Language	SouthAfricanSignLanguage	Sign Languages	Sign Language		language	Africa	-25.9655	28.1186	sign1238;deaf1237;bsli1234;sout3228
sout1439	South-Eastern-Tasmanian-Hinterland	SouthEasternTasmanianHinterland	South-Eastern Tasmanian	South-Eastern Tasmanian		language	Australia	-42.9886	146.8854	sout1293
sout1528	Serbian-Croatian-Bosnian	SerbianCroatianBosnian	Slavic	Indo-European		language	Eurasia	44.1500	18.8100	indo1319;balt1263;slav1255;sout3147;west2804
sout1549	Southeastern Kolami	SoutheasternKolami	Central Dravidian	Dravidian		language	Eurasia	19.6908	78.5936	drav1251;cent2227;kola1242
sout1555	Southern Guiyang Hmong	SouthernGuiyangHmong	Hmongic	Hmong-Mien		language	Eurasia	26.3902	106.4810	hmon1336;hmon1337;nucl1714;nucl1720;west2803;grea1295;guiy1235
sout1556	Southern Mashan Hmong	SouthernMashanHmong	Hmongic	Hmong-Mien		language	Eurasia	25.3359	106.3080	hmon1336;hmon1337;nucl1714;nucl1720;west2803;grea1295;mash1238
sout1722	Southwest Bohemian	SouthwestBohemian	Slavic	Indo-European		dialect	Eurasia			indo1319;balt1263;slav1255;west2792;czec1260;czec1261;czec1258
sout1743	Southeastern Finnish	SoutheasternFinnish	Finnic	Uralic		dialect	Eurasia			ural1272;finn1317;coas1319;neva1234;nort3282;nucl1717;finn1318
sout2436	Southwestern Pashto	SouthwesternPashto	Iranian	Indo-European		dialect	Eurasia			indo1319;indo1320;iran1269;pash1269;nucl1276;sout2649
sout2463	South Permyak	SouthPermyak	Permic	Uralic		dialect	Eurasia			ural1272;perm1256;komi1267;komi1269
sout2466	South-Arabian-Unknown-k	SouthArabianUnknownk	South-Arabian-Unknown-k	Unclassifiable (South-Arabian-Unknown-k)		language	Eurasia			uncl1493
sout2601	Eastern and Southern Macedonian	EasternandSouthernMacedonian	Slavic	Indo-European		dialect	Eurasia			indo1319;balt1263;slav1255;sout3147;east2269;mace1252;mace1250
sout2602	South Russian	SouthRussian	Slavic	Indo-European		dialect	Eurasia			indo1319;balt1263;slav1255;east1426;russ1263
sout2603	Southwest Belarusan	SouthwestBelarusan	Slavic	Indo-European		dialect	Eurasia			indo1319;balt1263;slav1255;east1426;bela1254
sout2604	Southwest Ukrainian	SouthwestUkrainian	Slavic	Indo-European		dialect	Eurasia			indo1319;balt1263;slav1255;east1426;ukra1257;ukra1253
sout2605	Southern Greek	SouthernGreek	Greek	Indo-European		dialect	Eurasia			indo1319;grae1234;gree1276;east2798;koin1234;nucl1783;mode1248
sout2607	Southern Tsakonian	SouthernTsakonian	Greek	Indo-European		dialect	Eurasia			indo1319;grae1234;gree1276;tsak1248
sout2608	South Central Arvanitika	SouthCentralArvanitika	Albanian	Indo-European		dialect	Eurasia			indo1319;alba1267;alba1268;arva1236
sout2609	Southern Aragonese	SouthernAragonese	Romance	Indo-European		dialect	Eurasia			indo1319;ital1284;lati1262;lati1263;impe1234;roma1334;ital1285;west2813;unsh1234;arag1245
sout2610	Southern Extremaduran	SouthernExtremaduran	Romance	Indo-European		dialect	Eurasia			indo1319;ital1284;lati1262;lati1263;impe1234;roma1334;ital1285;west2813;shif1234;sout3183;west2838;cast1243;extr1243
sout2611	Southern Romagnolo	SouthernRomagnolo	Romance	Indo-European		dialect	Eurasia			indo1319;ital1284;lati1262;lati1263;impe1234;roma1334;ital1285;west2813;shif1234;nort3208;gall1279;emil1243;roma1328
sout2612	Southern Occitan	SouthernOccitan	Romance	Indo-European		dialect	Eurasia			indo1319;ital1284;lati1262;lati1263;impe1234;roma1334;ital1285;west2813;shif1234;sout3183;occi1240;occi1239
sout2613	Southern Walloon	SouthernWalloon	Romance	Indo-European		dialect	Eurasia			indo1319;ital1284;lati1262;lati1263;impe1234;roma1334;ital1285;west2813;shif1234;nort3208;gall1280;oila1234;wall1255
sout2614	Southwestern Logudorese	SouthwesternLogudorese	Romance	Indo-European		dialect	Eurasia			indo1319;ital1284;lati1262;lati1263;impe1234;roma1334;sout3158;sard1256;sard1257;logu1236
sout2616	Southern Calabro	SouthernCalabro	Romance	Indo-European		dialect	Eurasia			indo1319;ital1284;lati1262;lati1263;impe1234;roma1334;ital1285;ital1286;ital1287;sici1248
sout2617	Southeast Metafonetica	SoutheastMetafonetica	Romance	Indo-European		dialect	Eurasia			indo1319;ital1284;lati1262;lati1263;impe1234;roma1334;ital1285;ital1286;ital1287;sici1248
sout2618	South Picene	SouthPicene	Italic	Indo-European		dialect	Eurasia			indo1319;ital1284;sabe1249;sabe1248
sout2619	South Samogitian	SouthSamogitian	Baltic	Indo-European		dialect	Eurasia			indo1319;balt1263;east2280;lith1251;samo1265
sout2620	Southern Scots	SouthernScots	Germanic	Indo-European		dialect	Eurasia			indo1319;germ1287;nort3152;west2793;nort3175;angl1264;angl1265;late1254;scot1243
sout2628	South Drente	SouthDrente	Germanic	Indo-European		dialect	Eurasia			indo1319;germ1287;nort3152;west2793;nort3175;alts1234;midd1345;lowg1239;west2357;west2356;dren1238
sout2629	Southwestern Yiddish	SouthwesternYiddish	Germanic	Indo-European		dialect	Eurasia			indo1319;germ1287;nort3152;west2793;high1289;fran1268;east2832;yidd1255;west2361
sout2630	Southeastern Yiddish	SoutheasternYiddish	Germanic	Indo-European		dialect	Eurasia			indo1319;germ1287;nort3152;west2793;high1289;fran1268;east2832;yidd1255;east2295
sout2632	South Bavarian	SouthBavarian	Germanic	Indo-European		dialect	Eurasia			indo1319;germ1287;nort3152;west2793;high1289;high1286;midd1349;mode1258;baye1239;bava1246
sout2637	South Guelderish	SouthGuelderish	Germanic	Indo-European		dialect	Eurasia			indo1319;germ1287;nort3152;west2793;macr1270;midd1347;mode1257;glob1241;dutc1256;cent2352
sout2638	Southwest Finland Swedish	SouthwestFinlandSwedish	Germanic	Indo-European		dialect	Eurasia			indo1319;germ1287;nort3152;nort3160;nort3266;east2780;east2781;east2303
sout2639	Southern Talyshi	SouthernTalyshi	Iranian	Indo-European		dialect	Eurasia			indo1319;indo1320;iran1269;cent2317;cent2318;nort3177;tati1243;tati1244;cent2265;khal1276;shah1254
sout2640	Southern Kurdish	SouthernKurdish	Iranian	Indo-European		language	Eurasia	32.8977	46.5976	indo1319;indo1320;iran1269;cent2317;cent2318;nort3177;laki1246;kurd1259
sout2641	Southern Jafi	SouthernJafi	Iranian	Indo-European		dialect	Eurasia			indo1319;indo1320;iran1269;cent2317;cent2318;nort3177;laki1246;kurd1259;cent1972
sout2642	Southern Balochi	SouthernBalochi	Iranian	Indo-European		language	Eurasia	26.0000	64.0000	indo1319;indo1320;iran1269;cent2317;cent2318;nort3177;balo1260;sout3242
sout2644	Southern Bashaka	SouthernBashaka	Iranian	Indo-European		dialect	Eurasia			indo1319;indo1320;iran1269;sout3157;midd1352;mode1259;bash1263
sout2645	Fars Dialects	FarsDialects	Iranian	Indo-European		language	Eurasia	29.7460	52.2670	indo1319;indo1320;iran1269;sout3157;midd1352;mode1259
sout2647	Southern Luri	SouthernLuri	Iranian	Indo-European		language	Eurasia	30.4669	50.8382	indo1319;indo1320;iran1269;sout3157;midd1352;mode1259;luri1257;luri1252;bakh1252
sout2649	Southern Pashto	SouthernPashto	Iranian	Indo-European		language	Eurasia	37.1700	68.2500	indo1319;indo1320;iran1269;pash1269;nucl1276
