GLOTTOCODE	GLOTTOLOG_NAME	NAME_KEY	GENUS	FAMILY	ISO639Pcode	LEVEL	MACROAREAS	LATITUDE	LONGITUDE	LINEAGE
lima1247	Lima	Lima	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;east2731;sabi1248;malu1252;cent2321;bisa1262;lamb1271
lima1248	Limarahing	Limarahing	Greater Alor	Timor-Alor-Pantar		dialect	Papunesia			timo1261;alor1249;alor1250;west2787;stra1245;blag1241;blag1240
lima1249	Lima (Västerdalmål)	LimaVasterdalmal	Germanic	Indo-European		dialect				indo1319;germ1287;nort3152;nort3160;nort3266;east2780;dale1238;vast1234;ovre1234
limb1263	Limburgan	Limburgan	Germanic	Indo-European		language	Eurasia	51.0150	5.8770	indo1319;germ1287;nort3152;west2793;high1289;fran1268;high1287;midd1319;ripu1236
limb1266	Limbu	Limbu	Mahakiranti	Sino-Tibetan		language	Eurasia	27.2703	87.8859	sino1245;hima1249;maha1306;kira1253
limb1268	Limbum	Limbum	Bantoid	Atlantic-Congo		language	Africa	6.5861	10.9802	atla1278;volt1241;benu1247;bant1294;sout3152;wide1239;narr1282;mbam1249;nkaa1239;nkam1238
limb1269	Limboto	Limboto	Greater Central Philippine	Austronesian		dialect	Papunesia			aust1307;mala1545;grea1284;goro1257;goro1273;goro1259
limi1243	Limi	Limi	Burmese-Lolo	Sino-Tibetan		language	Eurasia	24.4690	100.0730	sino1245;burm1265;lolo1265;lolo1267;nili1235;liso1234;lipo1243;unun9959
limo1246	Limousin Occitan	LimousinOccitan	Romance	Indo-European		dialect	Eurasia			indo1319;ital1284;lati1262;lati1263;impe1234;roma1334;ital1285;west2813;shif1234;sout3183;occi1240;occi1239;nort2608
limo1247	Limonkpel	Limonkpel	Gur	Atlantic-Congo		dialect	Africa			atla1278;volt1241;nort3149;gura1261;cent2243;nort2777;bwam1248;otiv1239;nucl1743;gurm1247;gurm1248;gurm1249;gurm1250;konk1271;konk1269
limo1248	Limos Kalinga	LimosKalinga	Northern Luzon	Austronesian		language	Papunesia	17.6081	121.3810	aust1307;mala1545;nort3238;meso1254;sout3211;cent2296;nort3240;kali1310;kali1311;nort3226
limo1249	Limonese Creole	LimoneseCreole	Creoles and Pidgins	Indo-European		language	North America	9.9574	-83.0905	indo1319;germ1287;nort3152;west2793;nort3175;angl1264;angl1265;late1254;merc1242;macr1271;guin1259;cari1284;west2854;jama1264
limp1238	Limpesa	Limpesa	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;cent2260;grea1286;ngir1248;luse1252
lina1243	Linangmanli	Linangmanli	Gur	Atlantic-Congo		dialect	Africa			atla1278;volt1241;nort3149;gura1261;cent2243;nort2777;bwam1248;otiv1239;nucl1743;gurm1247;gurm1248;gurm1249;ntch1241;ntch1242
lina1244	Linafiel	Linafiel	Gur	Atlantic-Congo		dialect	Africa			atla1278;volt1241;nort3149;gura1261;cent2243;nort2777;bwam1248;otiv1239;nucl1743;gurm1247;gurm1248;gurm1249;gurm1250;konk1271;konk1269
lina1245	Linaw-Qauqaut	LinawQauqaut	East Formosan	Austronesian		dialect	Papunesia			aust1307;east2493;nort2900;basa1287
linc1241	Lincheng	Lincheng	Kam-Tai	Tai-Kadai		dialect	Eurasia			taik1256;kamt1241;daic1237;nort3326;bese1244;beic1239;ling1262
linc1242	Lincolnshire English	LincolnshireEnglish	Germanic	Indo-European		dialect				indo1319;germ1287;nort3152;west2793;nort3175;angl1264;angl1265;late1254;merc1242;macr1271;stan1293;sout3281;cent2344;east2825
lind1246	Linda	Linda	Ubangi	Atlantic-Congo		dialect	Africa			atla1278;volt1241;nort3149;came1255;uban1244;band1341;cent2021;cent2022;band1344
lind1247	Lindja	Lindja	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;east2731;nort3203;grea1289;west2842;kivu1239;fore1272;shii1238
lind1248	Tado-Lindu	TadoLindu	Celebic	Austronesian		language	Papunesia	-1.3575	120.0630	aust1307;mala1545;cele1242;kail1255;kail1253;nort2898;kail1254;kula1284
lind1249	Linduan	Linduan	Celebic	Austronesian		dialect	Papunesia			aust1307;mala1545;cele1242;kail1255;kail1253;nort2898;kail1254;kula1284;lind1248
ling1262	Lingao	Lingao	Kam-Tai	Tai-Kadai		language	Eurasia	19.8634	109.9710	taik1256;kamt1241;daic1237;nort3326;bese1244;beic1239
ling1263	Lingala	Lingala	Bantoid	Atlantic-Congo		language	Africa	1.4032	19.7829	atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;cent2260;grea1286;ngir1248;ngir1249;ngir1252;ngir1254;boba1248;boba1249;boba1250;ling1269
ling1264	Lingonda	Lingonda	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;cent2260;grea1286;ngir1248;ngir1250;bomb1262
ling1265	Neverver	Neverver	Oceanic	Austronesian		language	Papunesia	-16.1986	167.4990	aust1307;mala1545;cent2237;east2712;ocea1241;nort3195;cent2269;mala1539;west2871;cent2316
ling1266	Lingkabau Sugut	LingkabauSugut	North Borneo	Austronesian		dialect	Papunesia			aust1307;mala1545;nort3253;sout3154;grea1293;pait1248;tomb1244
lins1238	Lin-Shao	LinShao	Chinese	Sino-Tibetan		dialect	Eurasia			sino1245;sini1245;clas1255;midd1354;wuhu1234;wuch1236;taih1244;nort3273
lioo1240	Li'o	Lio	Central Malayo-Polynesian	Austronesian		language	Papunesia	-8.6861	121.8320	aust1307;mala1545;cent2237;cent2245;flor1240;flor1241;ngad1265;ngad1266;ende1245;ende1247
lioo1241	Li'o (Papua New Guinea)	LioPapuaNewGuinea	Annaberg	Lower Sepik-Ramu		dialect	Papunesia			lowe1437;ramu1234;raoo1244
lipa1240	Lipanja	Lipanja	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;cent2260;grea1286;ngir1248;ngir1249;ngir1252;ngir1254;libi1251;libi1242;maba1270
lipa1241	Lipan Apache	LipanApache	Athapaskan	Athabaskan-Eyak-Tlingit		language	North America	33.2748	-105.8190	atha1245;atha1246;atha1247;apac1239;sout3151;east2723
lipi1238	Lipis	Lipis	Aslian	Austroasiatic		dialect	Eurasia			aust1305;asli1243;cent1987;seno1278;sema1266
lipo1239	Lipoto	Lipoto	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;cent2260;grea1286;ngir1248;luse1252
lipo1242	Lipo	Lipo	Burmese-Lolo	Sino-Tibetan		language	Eurasia	25.2260	101.3020	sino1245;burm1265;lolo1265;lolo1267;nili1235;liso1234;lipo1243;lipo1244
lipo1245	Lipovan	Lipovan	Slavic	Indo-European		dialect				indo1319;balt1263;slav1255;east1426;russ1263;sout2602
lipt1238	Liptaakoore	Liptaakoore	Northern Atlantic	Atlantic-Congo		dialect	Africa			atla1278;nort3146;peul1234;fula1264;west2454
lipu1241	Liputiõ	Liputio	Kadai	Tai-Kadai		dialect	Eurasia			taik1256;kada1291;sout3143;west2798;lach1247;lach1248
lipu1242	Lipupi	Lipupi	Kadai	Tai-Kadai		dialect	Eurasia			taik1256;kada1291;sout3143;west2798;lach1247;lach1248
lira1237	Lirang	Lirang	Sangiric	Austronesian		dialect	Papunesia			aust1307;mala1545;sang1335;nort3174;tala1285
liro1237	Lirong	Lirong	North Borneo	Austronesian		dialect	Papunesia			aust1307;mala1545;nort3253;nort3171;keny1280;lowl1270;west2875;pena1271;west2562;sebo1238
lisa1239	Lisabata-Nuniali	LisabataNuniali	Central Malayo-Polynesian	Austronesian		language	Papunesia	-2.8743	128.2650	aust1307;mala1545;cent2237;cent2245;cent2254;east2466;nunu1252;thre1238;amal1243;nort3221
lisa1240	Lisabata-Timur	LisabataTimur	Central Malayo-Polynesian	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;cent2245;cent2254;east2466;nunu1252;thre1238;amal1243;nort3221;lisa1239
lisb1236	Lisbon	Lisbon	Sign Languages	Sign Language		dialect				sign1238;deaf1237;swed1257;port1277
lise1239	Lisela	Lisela	Central Malayo-Polynesian	Austronesian		language	Papunesia	-3.2736	126.9810	aust1307;mala1545;cent2237;cent2245;cent2254;west2817;buru1321;sula1247;buru1322
lish1235	Lish	Lish	Western Arunachal	Sino-Tibetan		language	Eurasia	27.3718	92.2330	sino1245;khob1235;kame1250;meyi1234;chug1251
lish1245	Lishanid Noshan	LishanidNoshan	Semitic	Afro-Asiatic		language	Eurasia	44.0653	36.2133	afro1255;semi1276;west2786;cent2236;nort3165;aram1259;east2680;cent2217;nort3241;tran1290;sout3213
lish1246	Lishán Didán	LishanDidan	Semitic	Afro-Asiatic		language	Eurasia	36.2300	44.3700	afro1255;semi1276;west2786;cent2236;nort3165;aram1259;east2680;cent2217;nort3241;tran1290
lish1247	Lishana Deni	LishanaDeni	Semitic	Afro-Asiatic		language	Eurasia	31.7745	35.2225	afro1255;semi1276;west2786;cent2236;nort3165;aram1259;east2680;cent2217;nort3241;nort3242
liss1238	Lissam	Lissam	Platoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;juku1257;kute1248
lisu1245	Lisu (Ersu)	LisuErsu	Na-Qiangic	Sino-Tibetan		dialect	Eurasia			sino1245;burm1265;naqi1236;ersu1242;ersu1241
lisu1250	Lisu	Lisu	Burmese-Lolo	Sino-Tibetan		language	Eurasia	26.9100	98.9400	sino1245;burm1265;lolo1265;lolo1267;nili1235;liso1234;nucl1734;lisu1252
lisu1251	Lisum	Lisum	North Borneo	Austronesian		dialect	Papunesia			aust1307;mala1545;nort3253;kaya1335;kaya1336;kaya1333;reja1244;reja1241
lite1247	Literary Hindi	LiteraryHindi	Indic	Indo-European		dialect	Eurasia			indo1319;indo1320;indo1321;indo1322;subc1234;west2812;hind1270;hind1269
lite1248	Literary Chinese	LiteraryChinese	Chinese	Sino-Tibetan		language	Eurasia	34.0900	109.0500	sino1245;sini1245;clas1255
lith1236	Lithuanian Sign Language	LithuanianSignLanguage	Sign Languages	Sign Language		language	Eurasia	55.2487	23.8814	sign1238;deaf1237;russ1270
lith1251	Lithuanian	Lithuanian	Baltic	Indo-European		language	Eurasia	55.1429	23.9601	indo1319;balt1263;east2280
lith1252	Eastern Latvia-Lithuanian Romani	EasternLatviaLithuanianRomani	Indic	Indo-European		dialect	Eurasia			indo1319;indo1320;indo1321;indo1322;roma1329;roma1330;balt1257
lith1253	Lithang (Litang)	LithangLitang	Bodic	Sino-Tibetan		dialect				sino1245;bodi1256;bodi1257;oldm1245;tibe1276;late1253;kham1299;kham1282;east2344
liti1240	Litipara	Litipara	Northern Dravidian	Dravidian		dialect	Eurasia			drav1251;nort2698;kuru1300;malt1248;saur1249
liti1241	Litime	Litime	Kwa	Atlantic-Congo		dialect	Africa			atla1278;volt1241;kwav1236;kato1245;kpos1239;ikpo1238
lito1235	Litoka	Litoka	Bantoid	Atlantic-Congo		language	Africa	2.6900	19.2400	atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;cent2260;grea1286;ngir1248;ngir1249;ngir1252;ngir1254;libi1251;libi1252
litt1242	Little Nicobar	LittleNicobar	Nicobarese	Austroasiatic		dialect	Eurasia			aust1305;nico1262;nucl1758;cent2305;sout2689
litv1235	Litvish	Litvish	Germanic	Indo-European		dialect	Eurasia			indo1319;germ1287;nort3152;west2793;high1289;fran1268;east2832;yidd1255;east2295;nort2632
litz1237	Naman	Naman	Oceanic	Austronesian		language	Papunesia	-16.1331	167.4150	aust1307;mala1545;cent2237;east2712;ocea1241;nort3195;cent2269;mala1539;west2871;cent2316
liud1234	Liudui-Pingtung	LiuduiPingtung	Chinese	Sino-Tibetan		dialect				sino1245;sini1245;clas1255;midd1354;hakk1236;sanh1239
liuj1238	Liujiang Zhuang	LiujiangZhuang	Kam-Tai	Tai-Kadai		language	Eurasia	24.2000	109.2500	taik1256;kamt1241;daic1237;nort3326;nort3180;nort3189
liuq1235	Liuqian Zhuang	LiuqianZhuang	Kam-Tai	Tai-Kadai		language	Eurasia	24.1000	109.7500	taik1256;kamt1241;daic1237;nort3326;nort3180;nort3189
liut1238	Liutwa	Liutwa	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;cent2260;kele1261;kele1263;sopo1239;poke1238
liuu1238	Liu	Liu	Adamawa	Atlantic-Congo		dialect	Africa			atla1278;volt1241;nort3149;came1255;samb1322;samb1323;nort3259;vere1249;vere1250;koma1266
liva1239	Livara	Livara	Oceanic	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;east2712;ocea1241;nort3195;cent2269;epie1239;efat1236;nort3222;nort2836
live1239	Live	Live	Kuki-Chin	Sino-Tibetan		dialect	Eurasia			sino1245;kuki1245;anga1312;aoic1235;loth1237
livi1241	Livinallese	Livinallese	Romance	Indo-European		dialect	Eurasia			indo1319;ital1284;lati1262;lati1263;impe1234;roma1334;ital1285;west2813;shif1234;nort3208;gall1280;ladi1250
livu1239	Livuan	Livuan	Oceanic	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;east2712;ocea1241;west2818;meso1253;newi1242;stge1234;patp1244;mini1257;kuan1248
livu1240	Livunganen	Livunganen	Greater Central Philippine	Austronesian		dialect	Papunesia			aust1307;mala1545;grea1284;mano1276;cent2255;east2778;west2829;west2554;ilia1236
livv1243	Livvi	Livvi	Finnic	Uralic		language	Eurasia	61.6565	29.0726	ural1272;finn1317;coas1319;neva1234;nort3282;lado1234;east2796
livv1244	Liv	Liv	Finnic	Uralic		language	Eurasia	57.5660	22.0262	ural1272;finn1317;coas1319
liwe1234	Liwengi	Liwengi	Bantoid	Atlantic-Congo		dialect		-9.5849	35.1212	atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;east2731;nort3203;sout3185;bena1273;bena1262
lixi1238	Lixian	Lixian	rGyalrong	Sino-Tibetan		dialect	Eurasia			sino1245;burm1265;naqi1236;qian1263;rgya1241;core1262;situ1238
liya1241	Liyagalawumirr	Liyagalawumirr	Western Pama-Nyungan	Pama-Nyungan		dialect	Australia			pama1250;yuul1239;sout3142;sout3149;dhuw1248;west2439;dhuw1249
liya1242	Liyagawumirr	Liyagawumirr	Western Pama-Nyungan	Pama-Nyungan		dialect	Australia			pama1250;yuul1239;sout3142;sout3149;dhuw1248;west2439;dhuw1249
liyu1238	Liyuwa	Liyuwa	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;cent2260;grea1287;west2833;sima1262;sima1258
lizu1234	Lizu	Lizu	Na-Qiangic	Sino-Tibetan		language	Eurasia	28.3334	101.3503	sino1245;burm1265;naqi1236;ersu1242
llak1238	Llakwash Chachapoyas	LlakwashChachapoyas	Quechuan	Quechuan		dialect	South America			quec1387;quec1388;quec1384;chac1250
loan1237	Loanatit	Loanatit	Oceanic	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;east2712;ocea1241;sout3173;sout2868;tann1242;nort3218;lena1238
loba1239	Lobala	Lobala	Bantoid	Atlantic-Congo		language	Africa	2.0488	18.3667	atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;cent2260;grea1286;ngir1248;ngir1249;ngir1252;ngir1253;liko1252
lobe1241	Lober	Lober	Gur	Atlantic-Congo		dialect	Africa			atla1278;volt1241;nort3149;gura1261;cent2243;nort2777;bwam1248;otiv1239;nucl1743;gurm1247;west2461;nucl1748;nort3234;safa1246;daga1276;nort3237;nort2780
lobe1242	Lobedu	Lobedu	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;east2731;sout3180;soth1250;soth1251;soth1248;soth1252;nort3233;sepe1241;pedi1238
lobi1245	Lobi	Lobi	Gur	Atlantic-Congo		language	Africa	9.9612	-3.3360	atla1278;volt1241;nort3149;gura1261;cent2243;sout3164;lobi1246
lobo1240	Lobo	Lobo	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;cent2260;grea1286;ngir1248;ngir1249;ngir1252;ngir1254;libi1251;libi1242;maba1270
lobo1241	Loboda	Loboda	Oceanic	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;east2712;ocea1241;west2818;papu1253;nucl1744;nort2848;dobu1240;dobu1241
lobu1241	Lobu	Lobu	North Borneo	Austronesian		dialect	Papunesia			aust1307;mala1545;nort3253;sout3154;grea1293;pait1248;uppe1426;lana1236
loda1240	Lodang	Lodang	South Sulawesi	Austronesian		dialect	Papunesia			aust1307;mala1545;sout2923;seko1241;seko1243
lodh1244	Lodhanti	Lodhanti	Indic	Indo-European		dialect	Eurasia			indo1319;indo1320;indo1321;indo1322;subc1234;west2812;bund1252;bund1253
lodh1245	Lodhi (Indo-European)	LodhiIndoEuropean	Indic	Indo-European		dialect	Eurasia			indo1319;indo1320;indo1321;indo1322;subc1234;east2726;powa1246
lodh1246	Lodhi	Lodhi	Indic	Indo-European		language	Eurasia	20.8954	84.9463	indo1319;indo1320;indo1321;indo1323;oriy1254;gaud1237;gaud1238
lodz1235	Lodz Yiddish	LodzYiddish	Germanic	Indo-European		dialect	Eurasia			indo1319;germ1287;nort3152;west2793;high1289;fran1268;east2832;yidd1255;east2295;mide1238
loga1242	Logar	Logar	Iranian	Indo-European		dialect	Eurasia			indo1319;indo1320;iran1269;ormu1249;ormu1247
loga1243	Logananga	Logananga	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;mbam1252;west2826;mand1474;tune1261
logb1245	Logba	Logba	Kwa	Atlantic-Congo		language	Africa	6.9284	0.4307	atla1278;volt1241;kwav1236;nato1234
logb1246	Logbo	Logbo	Kwa	Atlantic-Congo		dialect	Africa			atla1278;volt1241;kwav1236;kato1245;kpos1239;ikpo1238
loge1237	Logeya	Logeya	Oceanic	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;east2712;ocea1241;west2818;papu1253;nucl1744;suau1243;suau1244;sali1295
logg1238	Log	Log	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;bant1295;basa1283;basa1289;basa1290;basa1284
logi1238	Logiri	Logiri	Nilotic	Nilotic		dialect	Africa			nilo1247;east2418;teso1247;lotu1248;lotu1249;otuh1238
logo1258	Logooli	Logooli	Bantoid	Atlantic-Congo		language	Africa	0.0949	34.7290	atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;east2731;nort3203;grea1289;grea1291
logo1259	Logo	Logo	Moru-Ma'di	Central Sudanic		language	Africa	3.3261	29.8866	cent2225;moru1252;cent2043
logo1260	Logotok	Logotok	Nilotic	Nilotic		dialect	Africa			nilo1247;east2418;teso1247;lotu1248;lotu1249;otuh1238
logo1261	Logorik	Logorik	Daju	Dajuic		language	Africa	11.1739	29.8053	daju1249;east2428
logo1262	Logol	Logol	Heiban	Heibanic		language	Africa	10.9805	31.1236	heib1242;west2502;cent2049;eban1241
logo1273	Logone-Gana	LogoneGana	Biu-Mandara	Afro-Asiatic		dialect	Africa			afro1255;chad1250;bium1280;nort3156;koto1267;koto1263;lagw1237
logo1274	Logone-Birni	LogoneBirni	Biu-Mandara	Afro-Asiatic		dialect	Africa			afro1255;chad1250;bium1280;nort3156;koto1267;koto1263;lagw1237
logr1238	Logremma	Logremma	Gur	Atlantic-Congo		dialect	Africa			atla1278;volt1241;nort3149;gura1261;cent2243;sout3164;grus1239;nort2782;kala1383
logu1236	Logudorese Sardinian	LogudoreseSardinian	Romance	Indo-European		language	Eurasia	40.4900	9.0996	indo1319;ital1284;lati1262;lati1263;impe1234;roma1334;sout3158;sard1256;sard1257
loha1251	Lohara	Lohara	Munda	Austroasiatic		dialect	Eurasia			aust1305;mund1335;nort3151;kher1245;mund1336;homu1234;hooo1248
loha1252	Lohari-Santali	LohariSantali	Munda	Austroasiatic		dialect	Eurasia			aust1305;mund1335;nort3151;kher1245;sant1457;sant1410
lohb1238	Lohbya	Lohbya	Indic	Indo-European		dialect	Eurasia			indo1319;indo1320;indo1321;indo1310;cent1977;garh1243
loii1241	Loi	Loi	Kuki-Chin	Sino-Tibetan		dialect	Eurasia			sino1245;kuki1245;mani1292
loii1242	Loi (Congo)	LoiCongo	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;cent2260;grea1286;ngir1248;ngir1249;ngir1252;ngir1254;boba1248;boba1249;balo1261
loit1238	Loitai	Loitai	Nilotic	Nilotic		dialect	Africa			nilo1247;east2418;teso1247;lotu1248;onga1238;nucl1431;masa1300
loja1235	Loja Highland Quichua	LojaHighlandQuichua	Quechuan	Quechuan		language	South America	-3.6935	-79.2915	quec1387;quec1388;quec1384;colo1257;ecua1249
loka1252	Lokaa	Lokaa	Cross River	Atlantic-Congo		language	Africa	5.9148	8.0933	atla1278;volt1241;benu1247;delt1251;uppe1418;cent2027;east2400;loko1252
loka1253	Lokalo	Lokalo	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;cent2260;grea1286;ngir1248;ngir1249;ngir1252;ngir1254;boba1248;nkut1238
loka1254	Lokay	Lokay	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;cent2260;grea1286;ngir1248;ngir1250;bamw1239;dzan1238
loka1255	Lokai	Lokai	Moru-Ma'di	Central Sudanic		dialect	Africa			cent2225;moru1252;sout2827;madi1260
loka1256	Lokathan	Lokathan	Nilotic	Nilotic		dialect	Africa			nilo1247;east2418;teso1247;teso1248;teso1249
loke1237	Lokep	Lokep	Oceanic	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;east2712;ocea1241;west2818;nort3206;nger1241;viti1243;kora1297;arop1243
loko1253	Lokoko	Lokoko	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;bant1295;sawa1251;kpwe1234;orok1266
loko1254	Lokoya	Lokoya	Nilotic	Nilotic		language	Africa	4.6472	32.2625	nilo1247;east2418;teso1247;lotu1248;lotu1249
loko1255	Loko	Loko	Western Mande	Mande		language	Africa	9.1184	-12.1583	mand1469;west2780;mand1431;sout2842;mend1263;mend1264;mend1265
loku1238	Lokundu	Lokundu	Bantoid	Atlantic-Congo		dialect	Africa			atla1278;volt1241;benu1247;bant1294;sout3152;narr1281;bant1295;sawa1251;kpwe1234;orok1266
lola1247	Lolatavola	Lolatavola	Oceanic	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;east2712;ocea1241;nort3195;cent2269;sout3188;saaa1241
lola1248	Lola	Lola	Central Malayo-Polynesian	Austronesian		language	Papunesia	-6.3419	134.8790	aust1307;mala1545;cent2237;cent2245;aruu1241;cent2309
lola1249	Lolayan	Lolayan	Greater Central Philippine	Austronesian		dialect	Papunesia			aust1307;mala1545;grea1284;goro1257;mong1346;mong1342
lola1250	Lolak	Lolak	Greater Central Philippine	Austronesian		language	Papunesia	0.8554	124.1170	aust1307;mala1545;grea1284;goro1257;goro1273
lola1251	Lolang	Lolang	Malayo-Polynesian	Austronesian		dialect	Papunesia			aust1307;mala1545;basa1291;grea1283;nort2888;lawa1257
lola1252	Lolaca	Lolaca	Betoi-Jirara	Betoi-Jirara		dialect				beto1236;nucl1771
lole1239	Lole	Lole	Central Malayo-Polynesian	Austronesian		language	Papunesia	-10.8069	123.0850	aust1307;mala1545;cent2237;cent2245;timo1259;west2545;roti1239;nucl1753
lole1240	Lolei	Lolei	Central Malayo-Polynesian	Austronesian		dialect	Papunesia			aust1307;mala1545;cent2237;cent2245;timo1260;mamb1306
lolo1259	Lolopo	Lolopo	Burmese-Lolo	Sino-Tibetan		language	Eurasia	25.5005	101.3019	sino1245;burm1265;lolo1265;lolo1267;nili1235;liso1234;lipo1243
lolo1260	Lolobi	Lolobi	Kwa	Atlantic-Congo		dialect	Africa			atla1278;volt1241;kwav1236;nato1234;lele1262;lele1263;siwu1238
